e, 1, 1.1, 1.2, 1.3, 1.4, 1.5, 1.6, 1.7, 1.8, 1.9
0.1, 87,53,45,44,44,43,44,44,43,42
0.2, 31,32,34,30,31,27,30,31,29,29
0.3, 18,18,19,18,19,18,18,19,18,22
0.4, 11,10,11,11,11,11,10,11,11,9
0.5, 10,9,9,10,9,9,8,10,11,10
0.6, 6,6,6,5,7,6,6,6,6,6
0.7, 4,4,4,4,4,4,4,4,5,4
0.8, 3,4,3,3,3,3,3,3,4,3
0.9, 3,4,3,4,3,4,3,3,4,3
1.0, 3,4,3,3,3,4,3,3,4,3
1.1, 5,5,5,5,6,5,5,5,5,5
1.2, 6,5,6,5,7,5,6,5,5,5
1.3, 3,4,3,4,3,3,5,4,4,4
1.4, 2,2,3,2,3,2,2,3,2,2
1.5, 3,2,3,2,3,2,3,2,3,2
